depto	hogar	orden	zona	puntaje_sisben_3	llave	CORTE	FEX	PER001	PER002B	PER003	PER004	PER005	PER006	PER007	PER008	PER009	PER010	PER011	PER012	PER013A	PER014A	PER015	PER016
91	1	1	1	39.16	0002	DIC2016	14.950391645	2	4	1	2	0	0	2	2	0	1	2	0	1	1	0	1
91	1	2	1	39.16	0002	DIC2016	14.950391645	2	2	3	2	0	0	2	2	0	2	2	0	2	0	0	2
91	1	1	1	16.59	0003	DIC2016	14.950391645	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
91	1	2	1	16.59	0003	DIC2016	14.950391645	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
91	2	1	1	25.42	0003	DIC2016	14.950391645	1	3	1	1	2	0	2	2	0	2	2	0	2	1	0	1
91	2	2	1	25.42	0003	DIC2016	14.950391645	2	3	2	1	1	0	2	2	0	2	2	0	1	4	0	2
91	3	1	1	17.65	0003	DIC2016	14.950391645	2	3	1	2	0	0	2	2	4	1	2	0	2	1	0	1
91	3	2	1	17.65	0003	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	3	3	1	17.65	0003	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	1	1	52.47	0004	DIC2016	14.950391645	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
91	1	2	1	52.47	0004	DIC2016	14.950391645	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
91	1	3	1	52.47	0004	DIC2016	14.950391645	2	2	3	2	0	0	2	2	4	2	2	0	2	0	0	2
91	1	4	1	52.47	0004	DIC2016	14.950391645	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	1	1	52.99	0005	DIC2016	14.950391645	1	4	1	2	0	0	2	2	3	2	2	0	2	1	0	1
91	1	2	1	52.99	0005	DIC2016	14.950391645	1	3	3	2	0	0	2	2	3	2	2	0	2	1	0	1
91	1	3	1	52.99	0005	DIC2016	14.950391645	1	3	3	2	0	0	2	2	2	2	2	0	2	1	0	1
91	1	4	1	52.99	0005	DIC2016	14.950391645	1	3	3	2	0	0	2	2	3	2	2	0	2	1	0	1
91	1	5	1	52.99	0005	DIC2016	14.950391645	1	3	3	2	0	0	2	2	3	2	2	0	2	2	4	2
91	1	6	1	52.99	0005	DIC2016	14.950391645	1	2	3	2	0	0	2	2	3	2	2	0	2	2	4	2
91	1	1	1	42.92	0006	DIC2016	14.950391645	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
91	1	2	1	42.92	0006	DIC2016	14.950391645	2	4	2	1	1	0	2	2	4	1	2	0	2	1	0	1
91	1	5	1	42.92	0006	DIC2016	14.950391645	1	1	4	2	0	3	2	2	4	2	1	2	1	3	0	2
91	1	1	1	19.12	0007	DIC2016	14.950391645	1	4	1	2	0	0	2	2	0	2	2	0	1	1	0	1
91	1	1	1	40.05	0008	DIC2016	14.950391645	1	4	1	1	2	0	2	2	4	2	2	0	2	0	0	1
91	1	2	1	40.05	0008	DIC2016	14.950391645	2	4	2	1	1	0	2	2	0	1	2	0	1	0	0	2
91	1	3	1	40.05	0008	DIC2016	14.950391645	2	2	4	2	0	0	2	2	0	2	1	6	2	3	0	2
91	1	1	1	37.68	0009	DIC2016	14.950391645	1	4	1	2	0	0	2	2	0	2	2	0	1	4	0	2
91	1	2	1	37.68	0009	DIC2016	14.950391645	2	3	3	1	6	0	2	2	0	1	2	0	1	1	0	1
91	1	3	1	37.68	0009	DIC2016	14.950391645	2	1	4	2	0	2	2	2	0	2	2	0	1	0	0	2
91	1	4	1	37.68	0009	DIC2016	14.950391645	1	1	4	2	0	2	2	2	0	2	1	4	1	3	0	2
91	1	5	1	37.68	0009	DIC2016	14.950391645	2	3	3	2	0	0	2	2	0	1	2	0	2	0	0	2
91	1	6	1	37.68	0009	DIC2016	14.950391645	1	3	7	1	2	0	2	2	0	2	2	0	2	0	0	2
91	1	1	2	17.02	0010	DIC2016	14.950391645	1	3	1	1	2	0	1	2	4	2	2	0	1	1	0	1
91	1	2	2	17.02	0010	DIC2016	14.950391645	2	3	2	1	1	0	2	2	4	1	2	0	2	0	0	2
91	1	3	2	17.02	0010	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	4	2	17.02	0010	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	5	2	17.02	0010	DIC2016	14.950391645	1	2	6	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	1	1	62.3	0011	DIC2016	14.950391645	2	3	1	2	0	0	2	2	3	1	2	0	1	4	0	1
91	1	1	1	33.69	0012	DIC2016	14.950391645	2	4	1	1	2	0	2	2	4	1	2	0	2	1	0	1
91	1	2	1	33.69	0012	DIC2016	14.950391645	1	4	2	1	1	0	2	2	4	2	2	0	1	1	0	1
91	1	3	1	33.69	0012	DIC2016	14.950391645	1	3	7	1	0	0	2	2	2	2	2	0	2	1	0	1
91	1	4	1	33.69	0012	DIC2016	14.950391645	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	5	1	33.69	0012	DIC2016	14.950391645	1	3	3	1	7	0	2	2	4	2	2	0	2	0	0	2
91	1	6	1	33.69	0012	DIC2016	14.950391645	1	2	3	2	0	0	2	2	4	2	2	0	2	0	0	2
91	1	7	1	33.69	0012	DIC2016	14.950391645	2	3	7	1	5	0	2	2	0	2	2	0	2	1	0	1
91	2	1	1	21.28	0012	DIC2016	14.950391645	2	3	1	2	0	0	2	2	4	1	2	0	2	4	0	2
91	2	2	1	21.28	0012	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	2	3	1	21.28	0012	DIC2016	14.950391645	2	3	6	2	0	0	2	2	3	1	2	0	2	1	0	1
91	2	4	1	21.28	0012	DIC2016	14.950391645	1	1	11	2	0	3	2	2	3	2	1	4	1	3	0	2
91	2	5	1	21.28	0012	DIC2016	14.950391645	1	1	11	2	0	3	2	2	3	2	2	0	1	0	0	2
91	2	6	1	21.28	0012	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	14.59	0013	DIC2016	14.950391645	2	3	1	2	0	0	2	2	1	1	2	0	2	1	0	1
91	1	2	1	14.59	0013	DIC2016	14.950391645	2	3	6	2	0	0	2	2	1	1	2	0	1	0	0	2
91	1	3	1	14.59	0013	DIC2016	14.950391645	2	1	11	2	0	2	2	2	4	2	1	4	1	3	0	2
91	1	4	1	14.59	0013	DIC2016	14.950391645	1	1	11	2	0	2	2	2	4	2	2	0	1	0	0	2
91	1	1	2	23.62	0014	DIC2016	14.950391645	1	4	1	2	0	0	2	2	4	2	2	0	1	0	0	1
91	1	2	2	23.62	0014	DIC2016	14.950391645	1	4	3	1	0	0	2	2	4	2	2	0	1	0	0	2
91	1	1	1	49.57	0015	DIC2016	14.950391645	2	4	1	1	6	0	2	2	4	1	1	4	2	2	8	1
91	1	2	1	49.57	0015	DIC2016	14.950391645	2	2	3	2	0	0	2	2	2	2	1	4	2	3	0	2
91	1	3	1	49.57	0015	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	49.57	0015	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	2	1	3	0	2
91	1	5	1	49.57	0015	DIC2016	14.950391645	1	3	14	2	0	0	2	2	0	2	2	0	2	0	0	2
91	1	6	1	49.57	0015	DIC2016	14.950391645	1	4	2	1	1	0	2	2	0	2	2	0	1	1	0	1
91	1	1	1	22.08	0016	DIC2016	14.950391645	2	4	1	1	3	0	2	2	4	1	2	0	1	1	0	1
91	1	2	1	22.08	0016	DIC2016	14.950391645	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	3	1	22.08	0016	DIC2016	14.950391645	1	4	2	1	1	0	2	2	4	2	2	0	1	1	0	1
91	1	4	1	22.08	0016	DIC2016	14.950391645	1	1	4	2	0	2	2	2	0	2	2	0	1	0	0	2
91	1	5	1	22.08	0016	DIC2016	14.950391645	1	4	6	1	0	0	2	2	0	2	2	0	1	1	0	1
91	1	6	1	22.08	0016	DIC2016	14.950391645	2	3	11	2	0	5	2	2	0	2	1	4	2	3	0	2
91	1	7	1	22.08	0016	DIC2016	14.950391645	1	2	11	2	0	5	2	2	0	2	1	4	2	3	0	2
91	1	8	1	22.08	0016	DIC2016	14.950391645	1	1	4	2	0	2	2	2	0	2	2	0	1	0	0	2
91	1	9	1	22.08	0016	DIC2016	14.950391645	1	1	4	2	0	2	2	2	0	2	2	0	1	0	0	2
91	2	1	1	16.93	0016	DIC2016	14.950391645	1	4	1	1	0	0	2	2	4	2	2	0	2	1	0	1
91	2	2	1	16.93	0016	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	1	1	15.11	0017	DIC2016	14.950391645	2	3	1	1	2	0	2	2	4	1	2	0	2	4	0	2
91	1	2	1	15.11	0017	DIC2016	14.950391645	1	3	2	1	1	0	2	2	4	2	2	0	2	1	0	1
91	1	3	1	15.11	0017	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	15.11	0017	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	1	1	51.9	0018	DIC2016	14.950391645	1	4	1	1	2	0	2	2	0	2	2	0	2	1	0	1
91	1	2	1	51.9	0018	DIC2016	14.950391645	2	4	2	1	1	0	2	2	0	1	2	0	2	4	0	2
91	1	3	1	51.9	0018	DIC2016	14.950391645	2	3	3	2	0	0	2	2	0	1	2	0	2	4	0	2
91	1	4	1	51.9	0018	DIC2016	14.950391645	2	1	4	2	0	3	2	2	0	2	2	0	1	0	0	2
91	1	5	1	51.9	0018	DIC2016	14.950391645	1	3	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	6	1	51.9	0018	DIC2016	14.950391645	2	2	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	1	1	48.09	0019	DIC2016	14.950391645	1	4	1	1	2	0	2	2	3	2	2	0	1	1	0	1
91	1	2	1	48.09	0019	DIC2016	14.950391645	2	4	2	1	1	0	2	2	3	1	2	0	1	4	0	2
91	1	1	1	22.14	0020	DIC2016	14.950391645	1	3	1	1	2	0	2	2	0	2	2	0	1	1	0	1
91	1	2	1	22.14	0020	DIC2016	14.950391645	2	3	2	1	1	0	2	2	0	1	2	0	2	1	0	1
91	1	3	1	22.14	0020	DIC2016	14.950391645	2	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
91	1	4	1	22.14	0020	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	5	1	22.14	0020	DIC2016	14.950391645	1	4	10	2	0	0	2	2	0	2	2	0	1	1	0	1
91	1	1	2	36.61	0021	DIC2016	14.950391645	2	4	1	1	2	0	2	2	0	1	2	0	1	4	0	2
91	1	2	2	36.61	0021	DIC2016	14.950391645	1	4	2	1	1	0	2	2	0	2	2	0	1	1	0	1
91	1	3	2	36.61	0021	DIC2016	14.950391645	2	4	3	1	0	0	2	2	0	1	2	0	2	4	0	2
91	1	4	2	36.61	0021	DIC2016	14.950391645	1	3	4	2	0	3	2	2	0	2	1	4	2	3	0	2
91	1	5	2	36.61	0021	DIC2016	14.950391645	1	3	3	2	0	0	2	2	0	2	1	6	2	1	0	2
91	1	6	2	36.61	0021	DIC2016	14.950391645	1	4	6	1	0	0	2	2	3	2	2	0	2	1	0	1
91	1	7	2	36.61	0021	DIC2016	14.950391645	1	1	11	2	0	6	2	2	0	2	2	0	1	0	0	2
91	1	1	1	26.37	0022	DIC2016	14.950391645	2	3	1	2	0	0	2	2	0	2	1	4	2	3	0	1
91	1	2	1	26.37	0022	DIC2016	14.950391645	1	3	15	2	0	0	2	2	0	2	1	4	2	3	0	1
91	1	1	1	49.22	0023	DIC2016	14.950391645	2	4	1	1	0	0	2	2	2	1	1	4	2	1	0	1
91	1	2	1	49.22	0023	DIC2016	14.950391645	1	1	3	2	0	0	2	2	2	2	1	4	1	3	0	2
91	1	3	1	49.22	0023	DIC2016	14.950391645	1	1	3	2	0	0	2	2	2	2	1	4	1	3	0	2
91	1	4	1	49.22	0023	DIC2016	14.950391645	1	1	3	2	0	0	2	2	2	2	1	4	1	3	0	2
91	1	1	1	25.36	0024	DIC2016	14.950391645	1	4	1	2	0	0	2	2	3	2	2	0	2	1	0	1
91	1	2	1	25.36	0024	DIC2016	14.950391645	1	1	3	2	0	0	2	2	3	2	1	1	1	3	0	2
91	1	1	1	44.64	0025	DIC2016	14.950391645	1	4	1	1	2	0	2	2	3	2	1	6	2	1	0	1
91	1	2	1	44.64	0025	DIC2016	14.950391645	2	3	2	1	1	0	2	2	3	1	2	0	2	1	0	1
91	1	3	1	44.64	0025	DIC2016	14.950391645	1	1	3	2	0	0	2	2	3	2	1	4	1	3	0	2
91	1	4	1	44.64	0025	DIC2016	14.950391645	1	1	3	2	0	0	2	2	3	2	1	4	1	3	0	2
91	1	5	1	44.64	0025	DIC2016	14.950391645	1	1	3	2	0	0	2	2	3	2	1	2	1	3	0	2
91	1	7	1	44.64	0025	DIC2016	14.950391645	2	3	11	2	0	0	2	2	0	1	2	0	2	0	0	1
91	1	8	1	44.64	0025	DIC2016	14.950391645	1	1	11	2	0	0	2	2	0	2	1	4	1	3	0	2
91	1	9	1	44.64	0025	DIC2016	14.950391645	1	1	11	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	42.57	0026	DIC2016	14.950391645	2	3	1	1	6	0	2	2	4	1	2	0	1	1	0	1
91	1	2	1	42.57	0026	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	3	1	42.57	0026	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	42.57	0026	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	5	1	42.57	0026	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	6	1	42.57	0026	DIC2016	14.950391645	1	3	2	1	1	0	2	2	0	2	2	0	2	0	0	2
91	1	1	1	53.56	0027	DIC2016	14.950391645	1	4	1	1	0	0	2	2	0	2	2	0	2	1	0	1
91	1	2	1	53.56	0027	DIC2016	14.950391645	2	2	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	3	1	53.56	0027	DIC2016	14.950391645	2	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
91	1	1	1	29.92	0028	DIC2016	14.950391645	1	4	1	1	2	0	2	2	0	2	2	0	1	1	0	1
91	1	2	1	29.92	0028	DIC2016	14.950391645	2	4	2	1	1	0	2	2	0	1	2	0	2	1	0	1
91	1	3	1	29.92	0028	DIC2016	14.950391645	1	2	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	4	1	29.92	0028	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
91	1	5	1	29.92	0028	DIC2016	14.950391645	1	3	3	2	0	0	2	2	0	2	2	0	2	0	0	2
91	1	1	1	17.15	0029	DIC2016	14.950391645	2	3	1	2	0	0	2	2	4	1	2	0	2	4	0	1
91	1	2	1	17.15	0029	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	3	1	17.15	0029	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	60.51	0030	DIC2016	14.950391645	1	4	1	1	2	0	2	2	3	2	2	0	2	1	0	1
91	1	2	1	60.51	0030	DIC2016	14.950391645	2	4	2	1	1	0	2	2	3	1	2	0	2	1	0	1
91	1	3	1	60.51	0030	DIC2016	14.950391645	2	3	3	2	0	0	2	2	3	2	2	0	2	1	0	1
91	1	4	1	60.51	0030	DIC2016	14.950391645	2	2	3	2	0	0	2	2	3	2	1	4	2	3	0	2
91	1	5	1	60.51	0030	DIC2016	14.950391645	2	1	3	2	0	0	2	2	3	2	1	4	1	3	0	2
91	1	1	1	54.68	0031	DIC2016	14.950391645	1	4	1	1	2	0	2	2	2	2	2	0	2	4	0	1
91	1	2	1	54.68	0031	DIC2016	14.950391645	2	3	2	1	1	0	2	2	1	1	2	0	2	1	0	1
91	1	3	1	54.68	0031	DIC2016	14.950391645	1	2	3	2	0	0	2	2	2	2	1	5	2	3	0	2
91	1	1	1	45.49	0032	DIC2016	14.950391645	2	3	1	1	2	0	2	2	2	1	2	0	2	1	0	1
91	1	2	1	45.49	0032	DIC2016	14.950391645	1	3	2	1	1	0	2	2	2	2	2	0	2	1	0	1
91	1	3	1	45.49	0032	DIC2016	14.950391645	2	1	3	2	0	0	2	2	2	2	2	0	1	0	0	2
91	1	4	1	45.49	0032	DIC2016	14.950391645	1	1	3	2	0	0	2	2	2	2	2	0	1	0	0	2
91	1	5	1	45.49	0032	DIC2016	14.950391645	1	1	15	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	6	1	45.49	0032	DIC2016	14.950391645	2	3	15	2	0	0	1	2	0	1	2	0	2	4	0	2
91	1	7	1	45.49	0032	DIC2016	14.950391645	2	1	15	2	0	6	2	2	0	2	2	0	1	0	0	2
91	1	1	1	27.85	0033	DIC2016	14.950391645	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
91	1	2	1	27.85	0033	DIC2016	14.950391645	2	4	2	1	1	0	2	2	0	1	2	0	1	0	0	2
91	1	3	1	27.85	0033	DIC2016	14.950391645	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	4	1	27.85	0033	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	1
91	1	5	1	27.85	0033	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	1
91	1	6	1	27.85	0033	DIC2016	14.950391645	1	1	4	2	0	3	2	2	0	2	2	0	1	0	0	2
91	1	7	1	27.85	0033	DIC2016	14.950391645	2	4	14	1	0	0	2	2	0	1	2	0	1	0	0	2
91	1	1	2	17.65	0034	DIC2016	14.950391645	1	3	1	1	2	0	2	2	4	2	2	0	2	1	0	1
91	1	2	2	17.65	0034	DIC2016	14.950391645	2	3	2	1	1	0	2	2	0	2	1	6	2	3	0	2
91	1	3	2	17.65	0034	DIC2016	14.950391645	2	3	15	1	4	0	2	2	3	2	2	0	2	1	0	1
91	1	4	2	17.65	0034	DIC2016	14.950391645	1	3	15	1	3	0	2	2	0	2	2	0	2	1	0	1
91	1	5	2	17.65	0034	DIC2016	14.950391645	1	1	15	2	0	3	2	2	0	2	2	0	1	0	0	2
91	1	1	1	49.25	0035	DIC2016	14.950391645	2	4	1	1	0	0	2	2	3	1	2	0	2	1	0	1
91	1	2	1	49.25	0035	DIC2016	14.950391645	2	3	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	3	1	49.25	0035	DIC2016	14.950391645	1	2	3	2	0	0	2	2	3	2	1	4	2	3	0	2
91	1	1	1	23.74	0036	DIC2016	14.950391645	1	3	1	1	2	0	2	2	4	2	2	0	2	1	0	1
91	1	2	1	23.74	0036	DIC2016	14.950391645	2	3	2	1	1	0	2	2	4	1	2	0	1	4	0	2
91	1	3	1	23.74	0036	DIC2016	14.950391645	1	2	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	23.74	0036	DIC2016	14.950391645	2	2	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	5	1	23.74	0036	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	6	1	23.74	0036	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	7	1	23.74	0036	DIC2016	14.950391645	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	56.07	0037	DIC2016	14.950391645	2	3	1	2	0	0	2	2	3	1	2	0	2	1	0	1
91	1	2	1	56.07	0037	DIC2016	14.950391645	2	1	3	2	0	0	2	2	3	2	2	0	1	0	0	1
91	1	1	1	38.75	0038	DIC2016	14.950391645	1	4	1	1	2	0	2	2	4	2	2	0	2	1	0	1
91	1	2	1	38.75	0038	DIC2016	14.950391645	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
91	1	3	1	38.75	0038	DIC2016	14.950391645	2	3	3	2	0	0	2	2	4	2	2	0	2	1	0	1
91	1	4	1	38.75	0038	DIC2016	14.950391645	2	2	3	2	0	0	2	2	4	2	2	0	2	0	0	2
91	1	1	1	20.75	0039	DIC2016	14.950391645	2	3	1	2	0	0	2	2	0	1	2	0	2	1	0	1
91	1	2	1	20.75	0039	DIC2016	14.950391645	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	3	1	20.75	0039	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	20.75	0039	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	5	1	20.75	0039	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	6	1	20.75	0039	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	7	1	20.75	0039	DIC2016	14.950391645	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	34.51	0040	DIC2016	14.950391645	1	3	1	2	0	0	2	2	0	2	2	0	2	0	0	1
91	1	1	1	67.5	0041	DIC2016	14.950391645	2	4	1	2	0	0	2	2	1	1	2	0	2	4	0	1
91	1	2	1	67.5	0041	DIC2016	14.950391645	2	3	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	1	2	21.86	0042	DIC2016	14.950391645	1	3	1	1	2	0	2	2	4	2	2	0	1	1	0	1
91	1	2	2	21.86	0042	DIC2016	14.950391645	2	3	2	1	1	0	2	2	4	1	2	0	1	4	0	2
91	1	3	2	21.86	0042	DIC2016	14.950391645	1	2	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	2	21.86	0042	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	5	2	21.86	0042	DIC2016	14.950391645	1	2	11	2	0	0	2	2	4	2	1	4	2	3	0	2
91	1	6	2	21.86	0042	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	1	2	35.46	0043	DIC2016	14.950391645	1	4	1	2	0	0	2	2	0	2	2	0	2	1	0	1
91	1	1	1	16.88	0044	DIC2016	14.950391645	2	4	1	2	0	0	2	2	4	1	2	0	1	1	0	1
91	1	2	1	16.88	0044	DIC2016	14.950391645	1	3	3	2	0	0	2	2	4	2	2	0	2	0	0	2
91	1	3	1	16.88	0044	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	16.88	0044	DIC2016	14.950391645	1	2	14	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	1	1	16.42	0045	DIC2016	14.950391645	2	4	1	2	0	0	2	2	0	1	2	0	1	2	2	2
91	1	2	1	16.42	0045	DIC2016	14.950391645	1	3	3	2	0	0	2	2	0	2	1	4	2	3	0	2
91	1	3	1	16.42	0045	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	4	1	16.42	0045	DIC2016	14.950391645	1	2	3	2	0	0	2	2	0	2	1	4	1	3	0	2
91	2	1	1	16.47	0045	DIC2016	14.950391645	1	3	1	1	2	0	2	2	0	2	2	0	2	1	0	1
91	2	2	1	16.47	0045	DIC2016	14.950391645	2	2	2	1	1	0	2	2	0	1	2	0	2	4	0	2
91	2	3	1	16.47	0045	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	41.78	0046	DIC2016	14.950391645	1	4	1	2	0	0	2	2	0	2	2	0	2	1	0	1
91	1	1	1	15.4	0047	DIC2016	14.950391645	1	3	1	2	0	0	2	2	4	2	2	0	2	1	0	1
91	1	2	1	15.4	0047	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	1	1	32.78	0048	DIC2016	14.950391645	2	4	1	1	7	0	2	2	0	1	2	0	1	1	0	1
91	1	2	1	32.78	0048	DIC2016	14.950391645	1	3	3	1	3	0	2	2	4	2	2	0	2	1	0	1
91	1	3	1	32.78	0048	DIC2016	14.950391645	2	3	7	1	2	0	2	2	4	1	2	0	2	1	0	1
91	1	4	1	32.78	0048	DIC2016	14.950391645	1	1	4	2	0	3	2	2	4	2	1	1	1	3	0	2
91	1	5	1	32.78	0048	DIC2016	14.950391645	2	3	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	6	1	32.78	0048	DIC2016	14.950391645	1	3	3	2	0	0	2	2	0	2	2	0	2	1	0	1
91	1	7	1	32.78	0048	DIC2016	14.950391645	1	4	2	1	1	0	2	2	4	2	2	0	1	1	0	1
91	1	8	1	32.78	0048	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	1	1	30.52	0049	DIC2016	14.950391645	1	3	1	2	0	0	2	2	0	2	2	0	2	1	0	1
91	1	1	1	47.71	0050	DIC2016	14.950391645	1	4	1	2	0	0	2	2	4	2	2	0	1	1	0	1
91	1	1	1	46.59	0051	DIC2016	14.950391645	1	4	1	1	2	0	2	2	0	2	2	0	2	1	0	1
91	1	2	1	46.59	0051	DIC2016	14.950391645	2	4	2	1	1	0	2	2	0	1	2	0	2	4	0	2
91	1	1	1	26.24	0052	DIC2016	14.950391645	1	3	1	1	2	0	2	2	0	2	2	0	1	1	0	1
91	1	2	1	26.24	0052	DIC2016	14.950391645	2	3	2	1	1	0	2	2	4	1	2	0	1	4	0	2
91	1	3	1	26.24	0052	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	26.24	0052	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
91	1	5	1	26.24	0052	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	1	1	27.98	0053	DIC2016	14.950391645	1	3	1	1	2	0	2	2	4	2	2	0	2	1	0	1
91	1	2	1	27.98	0053	DIC2016	14.950391645	2	3	2	1	1	0	2	2	4	1	2	0	2	0	0	1
91	1	3	1	27.98	0053	DIC2016	14.950391645	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
91	1	4	1	27.98	0053	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	1
91	1	5	1	27.98	0053	DIC2016	14.950391645	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	1
91	1	6	1	27.98	0053	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
91	1	7	1	27.98	0053	DIC2016	14.950391645	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
91	1	8	1	27.98	0053	DIC2016	14.950391645	2	4	6	2	0	0	2	2	4	1	2	0	2	0	0	2
91	1	9	1	27.98	0053	DIC2016	14.950391645	2	1	11	2	0	8	2	2	0	2	1	4	1	3	0	2
91	1	10	1	27.98	0053	DIC2016	14.950391645	1	1	11	2	0	8	2	2	0	2	1	4	1	3	0	2
91	1	11	1	27.98	0053	DIC2016	14.950391645	1	2	11	2	0	8	2	2	0	2	1	4	2	3	0	2
91	1	12	1	27.98	0053	DIC2016	14.950391645	2	3	11	2	0	0	2	2	4	2	2	0	2	0	0	2
91	1	1	1	51.52	0054	DIC2016	14.950391645	1	4	1	1	2	0	2	2	2	2	2	0	2	1	0	1
