depto	hogar	orden	zona	puntaje_sisben_3	llave	CORTE	FEX	PER001	PER002B	PER003	PER004	PER005	PER006	PER007	PER008	PER009	PER010	PER011	PER012	PER013A	PER014A	PER015	PER016
85	1	3	2	13.53	0328	DIC2016	324.96338028	2	3	11	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	1	1	22.51	0329	DIC2016	324.96338028	2	3	1	2	0	0	2	2	4	2	2	0	1	4	0	2
85	1	2	1	22.51	0329	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	3	1	22.51	0329	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	1	1	24.71	0330	DIC2016	324.96338028	2	3	1	2	0	0	2	2	4	1	2	0	2	1	0	1
85	1	2	1	24.71	0330	DIC2016	324.96338028	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
85	1	3	1	24.71	0330	DIC2016	324.96338028	2	1	3	2	0	0	2	2	3	2	1	4	1	3	0	2
85	1	1	1	68.85	0331	DIC2016	324.96338028	2	4	1	2	0	0	2	2	4	2	2	0	2	1	0	1
85	1	1	2	10.39	0332	DIC2016	324.96338028	2	3	1	2	0	0	2	2	4	1	2	0	1	4	0	2
85	1	2	2	10.39	0332	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	1
85	1	3	2	10.39	0332	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	1
85	1	1	1	12.7	0333	DIC2016	324.96338028	1	3	1	1	2	0	2	2	0	2	2	0	2	2	12	2
85	1	2	1	12.7	0333	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	2	2	0	2	1	0	1
85	1	3	1	12.7	0333	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	4	1	12.7	0333	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	1	1	60.52	0334	DIC2016	324.96338028	1	4	1	1	2	0	2	2	4	2	2	0	2	1	0	1
85	1	2	1	60.52	0334	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	1	2	52	2
85	1	3	1	60.52	0334	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	4	1	60.52	0334	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	1	2	6.59	0335	DIC2016	324.96338028	1	3	1	1	2	0	2	2	4	2	2	0	2	1	0	2
85	1	2	2	6.59	0335	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	2	4	0	2
85	1	3	2	6.59	0335	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	4	2	6.59	0335	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	5	2	6.59	0335	DIC2016	324.96338028	1	4	10	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	6	2	6.59	0335	DIC2016	324.96338028	1	3	4	2	0	0	2	2	4	2	2	0	2	2	10	2
85	1	1	1	22.13	0336	DIC2016	324.96338028	2	3	1	1	2	0	2	2	4	1	2	0	2	4	0	2
85	1	2	1	22.13	0336	DIC2016	324.96338028	1	3	2	1	1	0	2	2	4	2	2	0	2	1	0	1
85	1	3	1	22.13	0336	DIC2016	324.96338028	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
85	1	4	1	22.13	0336	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	5	1	22.13	0336	DIC2016	324.96338028	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	2	37.99	0337	DIC2016	324.96338028	1	3	1	1	2	0	2	2	4	2	2	0	1	1	0	1
85	1	2	2	37.99	0337	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	1	4	0	2
85	1	3	2	37.99	0337	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	4	2	37.99	0337	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	5	2	37.99	0337	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	1	15.1	0338	DIC2016	324.96338028	2	3	1	2	0	0	2	2	4	1	2	0	1	1	0	1
85	1	2	1	15.1	0338	DIC2016	324.96338028	1	2	3	2	0	0	2	2	0	2	2	0	2	0	0	2
85	1	1	1	57.1	0339	DIC2016	324.96338028	1	4	1	1	2	0	2	2	3	2	2	0	2	1	0	2
85	1	2	1	57.1	0339	DIC2016	324.96338028	2	4	2	1	1	0	2	2	3	1	2	0	2	4	0	2
85	1	1	1	31.25	0340	DIC2016	324.96338028	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
85	1	2	1	31.25	0340	DIC2016	324.96338028	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
85	1	1	2	14.49	0341	DIC2016	324.96338028	1	4	1	2	0	0	2	2	0	2	2	0	1	2	4	2
85	1	2	2	14.49	0341	DIC2016	324.96338028	1	2	3	2	0	0	2	2	0	2	1	4	1	3	0	2
85	1	1	1	34.94	0342	DIC2016	324.96338028	2	3	1	2	0	0	2	2	0	1	2	0	1	1	0	1
85	1	2	1	34.94	0342	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
85	1	3	1	34.94	0342	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	2	20.87	0343	DIC2016	324.96338028	2	4	1	2	0	0	2	2	0	1	2	0	1	4	0	2
85	1	1	2	16.96	0344	DIC2016	324.96338028	1	4	1	2	0	0	2	2	4	2	2	0	1	1	0	1
85	1	1	2	37.39	0345	DIC2016	324.96338028	1	4	1	2	0	0	2	2	0	2	2	0	1	2	4	2
85	1	1	1	18.96	0346	DIC2016	324.96338028	1	4	1	1	2	0	2	2	4	2	2	0	1	2	4	1
85	1	2	1	18.96	0346	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	2	4	0	2
85	1	3	1	18.96	0346	DIC2016	324.96338028	1	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
85	1	4	1	18.96	0346	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	5	1	18.96	0346	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	6	1	18.96	0346	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	2	20.36	0347	DIC2016	324.96338028	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
85	1	2	2	20.36	0347	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	2	4	0	2
85	1	3	2	20.36	0347	DIC2016	324.96338028	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
85	1	4	2	20.36	0347	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	5	2	20.36	0347	DIC2016	324.96338028	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
85	1	6	2	20.36	0347	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
85	1	7	2	20.36	0347	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	2	35.53	0348	DIC2016	324.96338028	1	4	1	1	2	0	2	2	3	2	2	0	2	1	0	1
85	1	2	2	35.53	0348	DIC2016	324.96338028	2	3	2	1	1	0	2	2	3	1	2	0	2	0	0	2
85	1	3	2	35.53	0348	DIC2016	324.96338028	2	1	3	2	0	0	2	2	3	2	1	4	1	3	0	2
85	1	1	1	61.28	0349	DIC2016	324.96338028	1	3	1	1	0	0	2	2	4	2	2	0	2	1	0	1
85	1	2	1	33.68	0349	DIC2016	324.96338028	1	4	5	2	0	0	2	1	4	2	2	0	1	4	0	1
85	1	1	1	32.4	0350	DIC2016	324.96338028	1	3	1	1	2	0	2	2	4	2	2	0	1	1	0	1
85	1	2	1	32.4	0350	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	2	1	0	1
85	1	3	1	32.4	0350	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	1	1	1	3	0	2
85	1	4	1	32.4	0350	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	2	17.85	0351	DIC2016	324.96338028	1	4	1	1	2	0	2	2	4	2	2	0	1	2	10	2
85	1	2	2	17.85	0351	DIC2016	324.96338028	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
85	1	3	2	17.85	0351	DIC2016	324.96338028	1	2	3	2	0	0	2	2	4	2	2	0	1	2	10	2
85	1	1	1	9.55	0352	DIC2016	324.96338028	1	3	1	1	2	0	2	2	4	2	2	0	1	0	0	2
85	1	2	1	9.55	0352	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	1	4	0	2
85	1	3	1	9.55	0352	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	1	2	33.97	0353	DIC2016	324.96338028	1	4	1	2	0	0	2	2	3	2	2	0	1	1	0	1
85	1	2	2	33.97	0353	DIC2016	324.96338028	1	3	3	2	0	0	2	2	3	2	2	0	2	0	0	2
85	1	3	2	33.97	0353	DIC2016	324.96338028	2	3	3	2	0	0	2	2	0	2	1	4	2	3	0	2
85	1	1	1	20.02	0354	DIC2016	324.96338028	2	3	1	2	0	0	2	2	0	1	2	0	1	1	0	1
85	1	2	1	20.02	0354	DIC2016	324.96338028	1	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
85	1	3	1	20.02	0354	DIC2016	324.96338028	1	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
85	1	4	1	20.02	0354	DIC2016	324.96338028	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	5	1	20.02	0354	DIC2016	324.96338028	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
85	1	1	1	11.93	0355	DIC2016	324.96338028	1	3	1	1	2	0	2	2	4	2	2	0	1	1	0	1
85	1	2	1	11.93	0355	DIC2016	324.96338028	2	3	2	1	1	0	2	2	4	1	2	0	2	4	0	2
85	1	3	1	11.93	0355	DIC2016	324.96338028	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
85	1	4	1	11.93	0355	DIC2016	324.96338028	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	2	20.11	0001	DIC2016	201.43076923	2	4	1	2	0	0	2	2	4	1	2	0	1	4	0	2
86	1	2	2	20.11	0001	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	2	0	2	0	0	2
86	1	3	2	20.11	0001	DIC2016	201.43076923	1	2	3	2	0	0	2	2	4	2	1	4	1	0	0	2
86	1	1	2	33.6	0002	DIC2016	201.43076923	1	3	1	1	2	0	2	2	4	2	2	0	1	1	0	1
86	1	2	2	33.6	0002	DIC2016	201.43076923	2	3	2	1	1	0	2	2	4	2	2	0	2	4	0	2
86	1	3	2	33.6	0002	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	2	28.87	0003	DIC2016	201.43076923	2	4	1	2	0	0	2	2	4	1	2	0	1	1	0	1
86	1	2	2	28.87	0003	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	2	0	2	1	0	1
86	1	3	2	28.87	0003	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	2	28.87	0003	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	1	1	46.85	0004	DIC2016	201.43076923	2	4	1	2	0	0	2	2	4	1	2	0	1	4	0	1
86	1	2	1	46.85	0004	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	3	1	46.85	0004	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	1	1	22.35	0005	DIC2016	201.43076923	1	3	1	2	0	0	2	2	4	2	2	0	1	4	0	2
86	1	1	2	17.99	0006	DIC2016	201.43076923	1	3	1	2	0	0	2	2	0	2	2	0	2	1	0	1
86	1	1	2	2.28	0007	DIC2016	201.43076923	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
86	1	2	2	2.28	0007	DIC2016	201.43076923	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
86	1	3	2	2.28	0007	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	1	2	0	2	4	0	2
86	1	4	2	2.28	0007	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	5	2	2.28	0007	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	6	2	2.28	0007	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	7	2	2.28	0007	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	8	2	2.28	0007	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	9	2	2.28	0007	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	10	2	2.28	0007	DIC2016	201.43076923	1	1	4	2	0	3	2	2	4	2	2	0	1	0	0	2
86	1	1	1	25.46	0008	DIC2016	201.43076923	1	4	1	2	0	0	2	2	4	2	2	0	1	1	0	1
86	1	1	2	5.94	0009	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	1	2	0	1	1	0	1
86	1	2	2	5.94	0009	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	2	27.52	0010	DIC2016	201.43076923	1	3	1	2	0	0	2	2	4	2	2	0	1	1	0	1
86	1	1	1	35.56	0011	DIC2016	201.43076923	1	3	1	2	0	0	2	2	4	2	2	0	2	1	0	1
86	1	2	1	35.56	0011	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	42.32	0012	DIC2016	201.43076923	2	2	1	2	0	0	2	2	4	2	2	0	2	0	0	2
86	1	1	1	27.92	0013	DIC2016	201.43076923	2	3	1	2	0	0	2	2	0	2	2	0	1	3	0	1
86	1	1	1	31.84	0014	DIC2016	201.43076923	1	3	1	1	2	0	2	2	4	2	2	0	2	1	0	1
86	1	2	1	31.84	0014	DIC2016	201.43076923	2	3	2	1	1	0	2	2	4	1	2	0	2	2	16	2
86	1	3	1	31.84	0014	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	1	31.84	0014	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	5	1	31.84	0014	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	6	1	31.84	0014	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	43.62	0015	DIC2016	201.43076923	1	3	1	1	0	0	2	2	0	2	2	0	2	1	0	1
86	1	1	1	24.87	0016	DIC2016	201.43076923	2	4	1	1	2	0	2	2	4	1	2	0	2	0	0	2
86	1	2	1	24.87	0016	DIC2016	201.43076923	1	3	2	1	1	0	2	2	4	2	2	0	2	1	0	1
86	1	3	1	24.87	0016	DIC2016	201.43076923	1	3	3	2	0	0	2	2	0	2	2	0	2	0	0	2
86	1	4	1	24.87	0016	DIC2016	201.43076923	2	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
86	1	1	1	41.87	0017	DIC2016	201.43076923	2	4	1	1	2	0	2	2	3	1	2	0	1	4	0	2
86	1	2	1	41.87	0017	DIC2016	201.43076923	1	4	2	1	1	0	2	2	3	2	2	0	1	2	2	2
86	1	1	1	25.04	0018	DIC2016	201.43076923	1	3	1	1	2	0	2	2	4	2	2	0	2	1	0	1
86	1	2	1	25.04	0018	DIC2016	201.43076923	2	3	2	1	1	0	2	2	4	1	2	0	1	4	0	2
86	1	3	1	25.04	0018	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	1	25.04	0018	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	5	1	25.04	0018	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	6	1	25.04	0018	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	7	1	25.04	0018	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	2	1	3	0	2
86	1	1	1	50.87	0019	DIC2016	201.43076923	1	3	1	1	2	0	2	2	3	2	2	0	2	1	0	1
86	1	2	1	50.87	0019	DIC2016	201.43076923	2	3	2	1	1	0	2	2	4	1	2	0	2	1	0	1
86	1	3	1	50.87	0019	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	1	50.87	0019	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	24.05	0020	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	1	2	0	2	1	0	1
86	1	2	1	24.05	0020	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	1	2	17.85	0021	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	2	2	0	2	4	0	1
86	1	2	2	17.85	0021	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	1	2	17.29	0022	DIC2016	201.43076923	2	3	1	2	0	0	2	2	0	2	2	0	2	0	0	2
86	1	2	2	17.29	0022	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	25.73	0023	DIC2016	201.43076923	2	4	1	2	0	0	2	2	3	1	2	0	1	1	0	1
86	1	2	1	25.73	0023	DIC2016	201.43076923	1	3	3	2	0	0	2	2	3	2	2	0	2	1	0	1
86	1	3	1	25.73	0023	DIC2016	201.43076923	1	2	3	2	0	0	2	2	3	2	2	0	1	0	0	2
86	1	1	2	9.51	0024	DIC2016	201.43076923	2	4	1	2	0	0	2	2	4	1	2	0	1	4	0	2
86	1	2	2	9.51	0024	DIC2016	201.43076923	1	1	4	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	3	2	9.51	0024	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	2	0	2	1	0	1
86	1	1	2	21.79	0025	DIC2016	201.43076923	2	3	1	1	4	0	2	2	4	1	2	0	1	4	0	2
86	1	2	2	21.79	0025	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	3	2	21.79	0025	DIC2016	201.43076923	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
86	1	4	2	21.79	0025	DIC2016	201.43076923	1	3	2	1	1	0	2	2	0	2	2	0	1	1	0	1
86	1	1	1	16.97	0026	DIC2016	201.43076923	2	3	1	1	2	0	2	2	4	2	2	0	2	1	0	1
86	1	2	1	16.97	0026	DIC2016	201.43076923	2	3	2	1	1	0	2	2	4	1	2	0	2	4	0	2
86	1	3	1	16.97	0026	DIC2016	201.43076923	1	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
86	1	1	1	12.75	0027	DIC2016	201.43076923	2	4	1	1	2	0	2	2	4	1	2	0	1	0	0	2
86	1	2	1	12.75	0027	DIC2016	201.43076923	1	4	2	1	1	0	2	2	4	2	2	0	1	1	0	1
86	1	3	1	12.75	0027	DIC2016	201.43076923	1	2	3	2	0	0	2	2	4	2	2	0	2	2	4	2
86	1	1	1	26.55	0028	DIC2016	201.43076923	2	4	1	2	0	0	2	2	4	1	2	0	1	1	0	1
86	1	2	1	26.55	0028	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	2	0	2	2	38	2
86	1	3	1	26.55	0028	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	1	6	2	3	0	2
86	1	4	1	26.55	0028	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	5	1	26.55	0028	DIC2016	201.43076923	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	1	1	41.06	0029	DIC2016	201.43076923	1	4	1	2	0	0	2	2	4	2	2	0	2	0	0	2
86	1	1	1	29.47	0030	DIC2016	201.43076923	1	4	1	1	2	0	2	2	4	2	2	0	1	0	0	2
86	1	2	1	29.47	0030	DIC2016	201.43076923	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	1
86	1	3	1	29.47	0030	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	1	6	2	3	0	2
86	1	4	1	29.47	0030	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	5	1	29.47	0030	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	1	2	26.36	0031	DIC2016	201.43076923	1	4	1	1	2	0	2	2	4	2	2	0	1	0	0	2
86	1	2	2	26.36	0031	DIC2016	201.43076923	2	4	2	1	1	0	2	2	4	1	2	0	2	4	0	2
86	1	3	2	26.36	0031	DIC2016	201.43076923	1	3	3	2	0	0	2	2	4	2	2	0	2	2	30	2
86	1	4	2	26.36	0031	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	5	2	26.36	0031	DIC2016	201.43076923	1	2	6	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	1	1	33.39	0032	DIC2016	201.43076923	2	4	1	1	3	0	2	2	3	1	2	0	2	1	0	1
86	1	2	1	33.39	0032	DIC2016	201.43076923	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	3	1	33.39	0032	DIC2016	201.43076923	1	4	2	1	1	0	2	2	2	2	2	0	2	1	0	1
86	2	1	1	25.35	0032	DIC2016	201.43076923	1	3	1	1	2	0	2	2	4	2	1	4	2	3	0	1
86	2	2	1	25.35	0032	DIC2016	201.43076923	2	3	2	1	1	0	2	2	4	1	1	4	2	3	0	2
86	2	3	1	25.35	0032	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	2	4	1	25.35	0032	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	3	1	1	20.81	0032	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	1	1	4	2	3	0	2
86	3	2	1	20.81	0032	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	3	3	1	20.81	0032	DIC2016	201.43076923	2	1	3	2	0	0	2	2	3	2	2	0	1	0	0	2
86	4	1	1	31.44	0032	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	2	2	0	2	0	0	2
86	1	1	1	29.13	0033	DIC2016	201.43076923	2	4	1	2	0	0	2	2	0	1	2	0	1	1	0	1
86	1	2	1	29.13	0033	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	3	1	29.13	0033	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	1	29.13	0033	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	2	5.24	0034	DIC2016	201.43076923	1	3	1	1	2	0	2	2	0	2	2	0	2	1	0	1
86	1	2	2	5.24	0034	DIC2016	201.43076923	2	3	2	1	1	0	2	2	0	1	2	0	2	4	0	2
86	1	3	2	5.24	0034	DIC2016	201.43076923	2	2	3	2	0	0	2	2	0	2	1	4	1	3	0	2
86	1	4	2	5.24	0034	DIC2016	201.43076923	1	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
86	1	5	2	5.24	0034	DIC2016	201.43076923	2	1	3	2	0	0	2	2	0	2	1	2	1	3	0	2
86	1	6	2	5.24	0034	DIC2016	201.43076923	2	1	3	2	0	0	2	2	0	2	2	0	1	0	0	2
86	1	1	1	47.62	0035	DIC2016	201.43076923	1	4	1	1	2	0	2	2	4	2	2	0	1	0	0	2
86	1	2	1	47.62	0035	DIC2016	201.43076923	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
86	1	1	1	26.97	0036	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	1	2	0	1	4	0	2
86	1	2	1	26.97	0036	DIC2016	201.43076923	1	2	3	2	0	0	2	2	4	2	1	4	2	3	0	1
86	1	3	1	26.97	0036	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	1
86	1	4	1	26.97	0036	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	2	15.15	0037	DIC2016	201.43076923	2	4	1	1	2	0	2	2	4	1	2	0	1	4	0	2
86	1	2	2	15.15	0037	DIC2016	201.43076923	1	4	2	1	1	0	2	2	4	2	2	0	2	1	0	1
86	1	3	2	15.15	0037	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	2	15.15	0037	DIC2016	201.43076923	2	2	3	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	1	1	23.64	0038	DIC2016	201.43076923	1	3	1	2	0	0	2	2	4	2	2	0	2	2	4	2
86	1	1	1	37.63	0039	DIC2016	201.43076923	2	3	1	1	0	0	2	2	4	1	2	0	2	4	0	2
86	1	2	1	37.63	0039	DIC2016	201.43076923	1	4	2	1	0	0	2	2	4	2	2	0	2	2	4	2
86	1	3	1	37.63	0039	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	4	1	37.63	0039	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	30.4	0040	DIC2016	201.43076923	2	4	1	2	0	0	2	2	0	1	2	0	2	4	0	2
86	1	1	1	25.64	0041	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	2	2	0	1	4	0	2
86	1	2	1	25.64	0041	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	1	4	1	3	0	2
86	1	1	2	37.1	0042	DIC2016	201.43076923	1	4	1	1	2	0	2	2	4	2	2	0	1	1	0	1
86	1	2	2	37.1	0042	DIC2016	201.43076923	2	4	2	1	1	0	2	2	4	1	2	0	1	4	0	2
86	1	1	1	11.69	0043	DIC2016	201.43076923	1	4	1	1	2	0	2	2	4	2	2	0	2	1	0	1
86	1	2	1	11.69	0043	DIC2016	201.43076923	2	4	2	1	1	0	2	2	4	1	2	0	2	4	0	2
86	1	3	1	11.69	0043	DIC2016	201.43076923	1	2	15	2	0	0	2	2	4	2	1	4	2	3	0	2
86	1	4	1	11.69	0043	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	5	1	11.69	0043	DIC2016	201.43076923	2	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	9.52	0044	DIC2016	201.43076923	2	3	1	1	0	0	2	2	4	1	2	0	1	1	0	1
86	1	2	1	9.52	0044	DIC2016	201.43076923	1	1	3	2	0	0	2	2	4	2	2	0	1	0	0	2
86	1	1	1	33.36	0045	DIC2016	201.43076923	1	3	1	2	0	0	2	2	4	2	2	0	2	0	0	2
86	1	1	1	35.35	0046	DIC2016	201.43076923	2	3	1	2	0	0	2	2	4	1	2	0	2	1	0	1
86	1	2	1	35.35	0046	DIC2016	201.43076923	2	1	3	2	0	0	2	2	0	2	1	4	1	3	0	2
